ProjectOrder,Batch,Slot,QuestionID,Stage,StageName,LogicalTopic,Domain,Module,Subtopic,Difficulty,Question
671,135,1,Q0641,10,Concurrency & Asynchronous Java,Thread Basics & Lifecycle,Concurrency,Thread Basics & Lifecycle,Multithreading / Producer Consumer,D3 Applied,How would you implement a Producer-Consumer System in Java using BlockingQueue?
672,135,2,Q0642,10,Concurrency & Asynchronous Java,Thread Basics & Lifecycle,Concurrency,Thread Basics & Lifecycle,Multithreading,D4 Experience,Have you worked in a multithreaded environment?
673,135,3,Q0643,10,Concurrency & Asynchronous Java,Thread Basics & Lifecycle,Concurrency,Thread Basics & Lifecycle,Multithreading,D4 Experience,Have you used any synchronized or non-synchronized method in your Spring Boot application or project?
674,135,4,Q0644,10,Concurrency & Asynchronous Java,Thread Basics & Lifecycle,Concurrency,Thread Basics & Lifecycle,Multithreading,D4 Experience,What did you use for handling concurrent users in this project?
675,135,5,Q0645,10,Concurrency & Asynchronous Java,Thread Basics & Lifecycle,Concurrency,Thread Basics & Lifecycle,Multithreading,D4 Experience,Have you used the synchronized keyword anywhere?
676,136,1,Q0646,10,Concurrency & Asynchronous Java,Thread Basics & Lifecycle,Concurrency,Thread Basics & Lifecycle,Multithreading,D4 Experience,Have you used threads in any of your projects?
677,136,2,Q0647,10,Concurrency & Asynchronous Java,Thread Basics & Lifecycle,Concurrency,Thread Basics & Lifecycle,Multithreading,D4 Experience,How did multithreading come into the picture in your project? What was the requirement?
678,136,3,Q0648,10,Concurrency & Asynchronous Java,Thread Basics & Lifecycle,Concurrency,Thread Basics & Lifecycle,Multithreading,D4 Experience,Do you have experience with threads?
679,136,4,Q0649,10,Concurrency & Asynchronous Java,Thread Basics & Lifecycle,Concurrency,Thread Basics & Lifecycle,Multithreading,D4 Experience,Are you using Threads in your process?
680,136,5,Q0650,10,Concurrency & Asynchronous Java,Thread Basics & Lifecycle,Concurrency,Thread Basics & Lifecycle,Multithreading,D4 Experience,What feature have you implemented using Multithreading in your current project?
681,137,1,Q0651,10,Concurrency & Asynchronous Java,Thread Basics & Lifecycle,Concurrency,Thread Basics & Lifecycle,Multithreading,D4 Experience,"In your project, don't you have any synchronization issues?"
682,137,2,Q0652,10,Concurrency & Asynchronous Java,Thread Basics & Lifecycle,Concurrency,Thread Basics & Lifecycle,Multithreading,D4 Experience,Can you tell me how you guys are using Multithreading in your project?
683,137,3,Q0653,10,Concurrency & Asynchronous Java,Thread Basics & Lifecycle,Concurrency,Thread Basics & Lifecycle,Multithreading,D4 Experience,Have you worked with Threads or in a Concurrency environment?
684,137,4,Q0654,10,Concurrency & Asynchronous Java,Thread Basics & Lifecycle,Concurrency,Thread Basics & Lifecycle,Multithreading,D4 Experience,"Have you used Locks, especially ReentrantLock, to make things thread-safe?"
685,137,5,Q0655,10,Concurrency & Asynchronous Java,Thread Basics & Lifecycle,Concurrency,Thread Basics & Lifecycle,Multithreading,D4 Experience,"In your current project, did you write any Multithreaded code?"
686,138,1,Q0656,10,Concurrency & Asynchronous Java,Thread Basics & Lifecycle,Concurrency,Thread Basics & Lifecycle,Multithreading,D4 Experience,Do you have any concurrent system in your project?
687,138,2,Q0657,10,Concurrency & Asynchronous Java,Thread Basics & Lifecycle,Concurrency,Thread Basics & Lifecycle,Multithreading / Concurrency,D4 Experience,"Have you faced any Concurrency bug, and how did you find and fix it?"
688,138,3,Q0658,10,Concurrency & Asynchronous Java,Thread Basics & Lifecycle,Concurrency,Thread Basics & Lifecycle,Multithreading,D5 Advanced/Design,You receive high traffic on an API that updates a shared counter. How would you make it thread-safe and performant?
689,138,4,Q0659,10,Concurrency & Asynchronous Java,"Synchronization, Locks & Thread Safety",Concurrency,"Synchronization, Locks & Thread Safety",Multithreading / Synchronization,D1 Foundation,What are the limitations of using the synchronized keyword?
690,138,5,Q0660,10,Concurrency & Asynchronous Java,"Synchronization, Locks & Thread Safety",Concurrency,"Synchronization, Locks & Thread Safety",Multithreading / Thread Safety,D1 Foundation,What is a thread-safe class? Can you name a few from Java?
691,139,1,Q0661,10,Concurrency & Asynchronous Java,"Synchronization, Locks & Thread Safety",Concurrency,"Synchronization, Locks & Thread Safety",Collections / Thread Safety,D2 Core,"What's the drawback of using Collections.synchronizedMap(), synchronizedSet() or synchronizedList()?"
692,139,2,Q0662,10,Concurrency & Asynchronous Java,"Synchronization, Locks & Thread Safety",Concurrency,"Synchronization, Locks & Thread Safety",Collections / Thread Safety,D2 Core,Why would you use synchronizedMap()?
693,139,3,Q0663,10,Concurrency & Asynchronous Java,"Synchronization, Locks & Thread Safety",Concurrency,"Synchronization, Locks & Thread Safety",HashMap / Thread Safety,D2 Core,Suppose you are storing user session data in a HashMap. How would you ensure thread safety?
694,139,4,Q0664,10,Concurrency & Asynchronous Java,"Synchronization, Locks & Thread Safety",Concurrency,"Synchronization, Locks & Thread Safety",HashMap / Thread Safety,D2 Core,You have a shared cache used by multiple threads. You use a HashMap but the data is getting corrupted. What could be the issue and how would you fix it?
695,139,5,Q0665,10,Concurrency & Asynchronous Java,"Synchronization, Locks & Thread Safety",Concurrency,"Synchronization, Locks & Thread Safety",HashSet / Thread Safety,D2 Core,"If we use ConcurrentHashMap for concurrency issues in HashMap, what would you use when there are concurrency issues in HashSet?"
696,140,1,Q0666,10,Concurrency & Asynchronous Java,"Synchronization, Locks & Thread Safety",Concurrency,"Synchronization, Locks & Thread Safety",Immutability / Thread Safety,D2 Core,Is an Immutable Class always Thread-Safe?
697,140,2,Q0667,10,Concurrency & Asynchronous Java,"Synchronization, Locks & Thread Safety",Concurrency,"Synchronization, Locks & Thread Safety",Java Processes / Synchronization,D2 Core,How can you synchronize two Java processes?
698,140,3,Q0668,10,Concurrency & Asynchronous Java,"Synchronization, Locks & Thread Safety",Concurrency,"Synchronization, Locks & Thread Safety",Multithreading / Lock API,D2 Core,"What methods does the Java Lock API provide, such as lock(), unlock() and tryLock()?"
699,140,4,Q0669,10,Concurrency & Asynchronous Java,"Synchronization, Locks & Thread Safety",Concurrency,"Synchronization, Locks & Thread Safety",Multithreading / Locks,D2 Core,What's the difference between synchronized and the Lock APIs?
700,140,5,Q0670,10,Concurrency & Asynchronous Java,"Synchronization, Locks & Thread Safety",Concurrency,"Synchronization, Locks & Thread Safety",Multithreading / ReentrantLock,D2 Core,What does Fair Ordering mean in ReentrantLock?
701,141,1,Q0671,10,Concurrency & Asynchronous Java,"Synchronization, Locks & Thread Safety",Concurrency,"Synchronization, Locks & Thread Safety",Multithreading / Synchronization,D2 Core,Can you explain the concept of synchronized keyword in Java?
702,141,2,Q0672,10,Concurrency & Asynchronous Java,"Synchronization, Locks & Thread Safety",Concurrency,"Synchronization, Locks & Thread Safety",Multithreading / Synchronization,D2 Core,Can you describe a scenario where not using synchronized could cause an issue?
703,141,3,Q0673,10,Concurrency & Asynchronous Java,"Synchronization, Locks & Thread Safety",Concurrency,"Synchronization, Locks & Thread Safety",Multithreading / Synchronization,D2 Core,Please describe synchronization in the context of multithreading.
704,141,4,Q0674,10,Concurrency & Asynchronous Java,"Synchronization, Locks & Thread Safety",Concurrency,"Synchronization, Locks & Thread Safety",Multithreading / Synchronization,D2 Core,How would you handle a scenario where two threads need to update the same data structure?
705,141,5,Q0675,10,Concurrency & Asynchronous Java,"Synchronization, Locks & Thread Safety",Concurrency,"Synchronization, Locks & Thread Safety",Multithreading / Synchronization,D2 Core,Your application reads a config file at startup and the values never change. Multiple threads read this config. Do we need synchronization here?
706,142,1,Q0676,10,Concurrency & Asynchronous Java,"Synchronization, Locks & Thread Safety",Concurrency,"Synchronization, Locks & Thread Safety",Multithreading / Synchronization,D2 Core,Why do we need synchronization?
707,142,2,Q0677,10,Concurrency & Asynchronous Java,"Synchronization, Locks & Thread Safety",Concurrency,"Synchronization, Locks & Thread Safety",Multithreading / Synchronization,D2 Core,How can we synchronize methods and blocks?
708,142,3,Q0678,10,Concurrency & Asynchronous Java,"Synchronization, Locks & Thread Safety",Concurrency,"Synchronization, Locks & Thread Safety",Multithreading / Synchronization,D2 Core,What does the synchronized keyword do?
709,142,4,Q0679,10,Concurrency & Asynchronous Java,"Synchronization, Locks & Thread Safety",Concurrency,"Synchronization, Locks & Thread Safety",Multithreading / Synchronization,D2 Core,"What's the purpose of the synchronized keyword in Java, and how does it help with Thread Safety?"
710,142,5,Q0680,10,Concurrency & Asynchronous Java,"Synchronization, Locks & Thread Safety",Concurrency,"Synchronization, Locks & Thread Safety",Multithreading / Synchronization,D2 Core,What's the difference between a Synchronized Method and a Synchronized Block?
711,143,1,Q0681,10,Concurrency & Asynchronous Java,"Synchronization, Locks & Thread Safety",Concurrency,"Synchronization, Locks & Thread Safety",Multithreading / Synchronization,D2 Core,"When would you choose a Synchronized Method over a Synchronized Block, or vice versa?"
712,143,2,Q0682,10,Concurrency & Asynchronous Java,"Synchronization, Locks & Thread Safety",Concurrency,"Synchronization, Locks & Thread Safety",Multithreading / Synchronization,D2 Core,"Can we call wait() outside a synchronized block, and what happens if we do?"
713,143,3,Q0683,10,Concurrency & Asynchronous Java,"Synchronization, Locks & Thread Safety",Concurrency,"Synchronization, Locks & Thread Safety",Multithreading / Thread Safety,D2 Core,Do you know about Thread Safety?
714,143,4,Q0684,10,Concurrency & Asynchronous Java,"Synchronization, Locks & Thread Safety",Concurrency,"Synchronization, Locks & Thread Safety",Multithreading / Thread Safety,D2 Core,How can you ensure a method is thread-safe in Java?
715,143,5,Q0685,10,Concurrency & Asynchronous Java,"Synchronization, Locks & Thread Safety",Concurrency,"Synchronization, Locks & Thread Safety",Multithreading / Thread Safety,D2 Core,How would you handle a situation where multiple Threads need to access a shared resource without using the synchronized keyword?
716,144,1,Q0686,10,Concurrency & Asynchronous Java,"Synchronization, Locks & Thread Safety",Concurrency,"Synchronization, Locks & Thread Safety",Multithreading / Thread Safety,D2 Core,How would you make a class or a Collection thread-safe?
717,144,2,Q0687,10,Concurrency & Asynchronous Java,"Synchronization, Locks & Thread Safety",Concurrency,"Synchronization, Locks & Thread Safety",String / Thread Safety,D2 Core,"What security risks might arise if String were not immutable, especially in a multithreaded environment?"
718,144,3,Q0688,10,Concurrency & Asynchronous Java,"Synchronization, Locks & Thread Safety",Concurrency,"Synchronization, Locks & Thread Safety",Wrapper Classes / Thread Safety,D2 Core,How does the Immutability of Wrapper Classes benefit a Multithreaded application?
719,144,4,Q0689,10,Concurrency & Asynchronous Java,"volatile, Atomic & Java Memory Model",Concurrency,"volatile, Atomic & Java Memory Model",Multithreading / Atomic Variables,D1 Foundation,Have you heard about AtomicInteger and atomic values?
720,144,5,Q0690,10,Concurrency & Asynchronous Java,"volatile, Atomic & Java Memory Model",Concurrency,"volatile, Atomic & Java Memory Model",Volatile Keyword,D1 Foundation,"What are the limitations of the volatile keyword, and can it guarantee thread safety?"
721,145,1,Q0691,10,Concurrency & Asynchronous Java,"volatile, Atomic & Java Memory Model",Concurrency,"volatile, Atomic & Java Memory Model",Multithreading / Atomic Classes,D2 Core,How do Atomic Classes such as AtomicInteger differ from synchronized blocks in terms of Performance and Usage?
722,145,2,Q0692,10,Concurrency & Asynchronous Java,"volatile, Atomic & Java Memory Model",Concurrency,"volatile, Atomic & Java Memory Model",Multithreading / Atomic Variables,D2 Core,What's the difference between making variables atomic and making a method synchronized?
723,145,3,Q0693,10,Concurrency & Asynchronous Java,"volatile, Atomic & Java Memory Model",Concurrency,"volatile, Atomic & Java Memory Model",Volatile Keyword,D2 Core,Do you know about the volatile keyword?
724,145,4,Q0694,10,Concurrency & Asynchronous Java,"volatile, Atomic & Java Memory Model",Concurrency,"volatile, Atomic & Java Memory Model",Volatile Keyword,D2 Core,"If a variable is declared volatile, is it guaranteed that operations on it are atomic?"
725,145,5,Q0695,10,Concurrency & Asynchronous Java,"volatile, Atomic & Java Memory Model",Concurrency,"volatile, Atomic & Java Memory Model",Volatile Keyword,D2 Core,"Does the volatile keyword resolve a concurrency problem, or is it just used for visibility issues?"
726,146,1,Q0696,10,Concurrency & Asynchronous Java,"volatile, Atomic & Java Memory Model",Concurrency,"volatile, Atomic & Java Memory Model",Volatile Keyword,D2 Core,Can volatile alone ensure thread safety?
727,146,2,Q0697,10,Concurrency & Asynchronous Java,"volatile, Atomic & Java Memory Model",Concurrency,"volatile, Atomic & Java Memory Model",Volatile Keyword,D2 Core,Can the volatile keyword solve concurrency issues?
728,146,3,Q0698,10,Concurrency & Asynchronous Java,"volatile, Atomic & Java Memory Model",Concurrency,"volatile, Atomic & Java Memory Model",Volatile Keyword / Multithreading,D2 Core,Can volatile be helpful for resolving concurrency issues when multiple Threads are accessing a variable?
729,146,4,Q0699,10,Concurrency & Asynchronous Java,"volatile, Atomic & Java Memory Model",Concurrency,"volatile, Atomic & Java Memory Model",Java Memory Model,D3 Applied,Do you know about the Java Memory Model?
730,146,5,Q0700,10,Concurrency & Asynchronous Java,"volatile, Atomic & Java Memory Model",Concurrency,"volatile, Atomic & Java Memory Model",Java Memory Model,D3 Applied,"Can you explain the concept of Java Memory Model, especially the difference between Stack and Heap memory?"
